lat,long,region
14.5692,121.1325,Undetermined Region
15.4869,120.59,Undetermined Region
14.66,120.96,Undetermined Region
14.57,121.12,Undetermined Region
13.9411,121.1622,Undetermined Region
8.948,125.543,Undetermined Region
16.4119,120.5933,Undetermined Region
10.33,123.93,Undetermined Region
8.23,124.25,Undetermined Region
14.275,121.125,Undetermined Region
15.03,120.68,Undetermined Region
13.83,121,Undetermined Region
13.6244,123.1864,Undetermined Region
15.4908,120.9678,Undetermined Region
14.3583,121.0583,Undetermined Region
7.22,124.25,Undetermined Region
14.4514,121.1919,Undetermined Region
14.3944,120.8531,Undetermined Region
9.75,118.75,Undetermined Region
7.4478,125.8078,Undetermined Region
14.2306,120.975,Undetermined Region
15.22,120.58,Undetermined Region
14.82,120.96,Undetermined Region
14.07,121.325,Undetermined Region
13.93,121.62,Undetermined Region
14.6969,121.1219,Undetermined Region
10.25,123.83,Undetermined Region
14.8436,120.8114,Undetermined Region
14.83,120.28,Undetermined Region
14.7581,120.9481,Undetermined Region
11.24,125,Undetermined Region
14.6667,120.9417,Undetermined Region
11.0106,124.6075,Undetermined Region
14.73,120.95,Undetermined Region
14.08,121.18,Undetermined Region
7.9042,125.0928,Undetermined Region
14.28,120.87,Undetermined Region
7.8272,123.4364,Undetermined Region
13.13,123.73,Undetermined Region
7.3,125.68,Undetermined Region
10.38,123.65,Undetermined Region
8.0031,124.285,Undetermined Region
15.9281,120.3489,Undetermined Region
14.58,121.012,Undetermined Region
9.98,122.82,Undetermined Region
6.5,124.85,Undetermined Region
14.08,121.15,Undetermined Region
10.5388,122.8384,Undetermined Region
8.1564,125.1333,Undetermined Region
6.75,125.35,Undetermined Region
12.07,124.6,Undetermined Region
12.9742,124.0058,Undetermined Region
11.5894,122.7511,Undetermined Region
16.043,120.334,Undetermined Region
14.93,120.6,Undetermined Region
15.0645,120.7203,Undetermined Region
6.22,125.07,Undetermined Region
14.3,121,Undetermined Region
15.1458,120.9783,Undetermined Region
9.7897,125.4958,Undetermined Region
15.3249,120.6554,Undetermined Region
14.954,120.901,Undetermined Region
17.6133,121.7303,Undetermined Region
13.97,121.53,Undetermined Region
14.32,120.77,Undetermined Region
7.0083,125.0894,Undetermined Region
10.95,123.3,Undetermined Region
17.1489,121.8894,Undetermined Region
10.53,123.93,Undetermined Region
15.3372,120.59,Undetermined Region
14.87,120.95,Undetermined Region
12.3528,121.0676,Undetermined Region
10.4111,123.9822,Undetermined Region
10.245,123.7964,Undetermined Region
15.8037,120.9991,Undetermined Region
14.43,120.48,Undetermined Region
10.9,123.42,Undetermined Region
16.68,121.55,Undetermined Region
10.4,123.95,Undetermined Region
6.9483,126.2272,Undetermined Region
13.414,121.18,Undetermined Region
13.414,121.18,Undetermined Region
15.1493,120.7692,Undetermined Region
15.9761,120.5711,Undetermined Region
16.77,121.78,Undetermined Region
15.92,120.42,Undetermined Region
14.8,120.93,Undetermined Region
13.35,123.73,Undetermined Region
15.0719,120.5419,Undetermined Region
8.15,123.85,Undetermined Region
14.7099,121.0997,Undetermined Region
14.4972,121.2864,Undetermined Region
8.5872,123.3408,Undetermined Region
13.9311,121.4233,Undetermined Region
16.46,120.59,Undetermined Region
6,121,Undetermined Region
8.82,125.1,Undetermined Region
14.07,120.63,Undetermined Region
10.12,123.63,Undetermined Region
14.92,121.05,Undetermined Region
14.974,120.528,Undetermined Region
9.3103,123.3081,Undetermined Region
13.1619,123.6939,Undetermined Region
14.5739,121.0039,Undetermined Region
14.83,120.73,Undetermined Region
10.22,123.75,Undetermined Region
10.4929,123.4095,Undetermined Region
15.5839,120.9189,Undetermined Region
14.5234,121.1536,Undetermined Region
10.8,122.97,Undetermined Region
6.7,121.97,Undetermined Region
15.2742,120.5669,Undetermined Region
14.97,120.63,Undetermined Region
7.53,125.62,Undetermined Region
13.846,121.206,Undetermined Region
15.6606,120.765,Undetermined Region
14.5998,120.9802,Undetermined Region
14.604,121.03,Undetermined Region
16.62,120.32,Undetermined Region
15.22,120.67,Undetermined Region
14.28,121.42,Undetermined Region
15.3122,120.9489,Undetermined Region
9.37,122.8,Undetermined Region
17.4069,121.4425,Undetermined Region
14.3854,121.029,Undetermined Region
15.0933,120.8283,Undetermined Region
14.92,120.77,Undetermined Region
14.88,120.47,Undetermined Region
6.4108,125.6144,Undetermined Region
13.22,123.52,Undetermined Region
7.19,124.53,Undetermined Region
14.9496,120.7587,Undetermined Region
7.05,125.73,Undetermined Region
7.1889,124.1839,Undetermined Region
10.1,122.87,Undetermined Region
5.0292,119.7731,Undetermined Region
15.0789,120.9419,Undetermined Region
14.17,121.22,Undetermined Region
13.4231,123.4122,Undetermined Region
14.8869,120.8569,Undetermined Region
13.826,121.396,Undetermined Region
14.83,120.88,Undetermined Region
8.3675,124.8656,Undetermined Region
16.07,120.4039,Undetermined Region
13.6964,123.06,Undetermined Region
14.02,121.58,Undetermined Region
14.8769,120.2328,Undetermined Region
10.68,124.8,Undetermined Region
14.1142,122.9564,Undetermined Region
18.1978,120.5936,Undetermined Region
14.6,121.0167,Undetermined Region
14.42,120.85,Undetermined Region
7.7306,125.1,Undetermined Region
13.3233,121.3028,Undetermined Region
5.82,125.2,Undetermined Region
8.71,125.75,Undetermined Region
6.68,124.67,Undetermined Region
14.1561,122.8294,Undetermined Region
10.73,122.97,Undetermined Region
14.902,120.849,Undetermined Region
9.97,122.62,Undetermined Region
7.7631,125.005,Undetermined Region
16.0167,120.2333,Undetermined Region
14.43,120.9,Undetermined Region
14.7094,121.1,Undetermined Region
11.78,124.88,Undetermined Region
13.95,121.32,Undetermined Region
14.32,121.05,Undetermined Region
6.27,125.28,Undetermined Region
12.6697,123.8758,Undetermined Region
7.23,124.25,Undetermined Region
9.65,123.85,Undetermined Region
14.68,120.53,Undetermined Region
8.2386,122.9986,Undetermined Region
14.95,120.97,Undetermined Region
15.6681,120.5789,Undetermined Region
7.3744,124.2686,Undetermined Region
10.12,123.27,Undetermined Region
6.83,125.42,Undetermined Region
14.48,120.9,Undetermined Region
16.02,120.37,Undetermined Region
6.65,122.13,Undetermined Region
5.976,121.1087,Undetermined Region
14.3984,121.0364,Undetermined Region
16.1553,119.9808,Undetermined Region
8.2133,126.3161,Undetermined Region
14.5642,120.9913,Undetermined Region
13.5542,123.2753,Undetermined Region
10.6931,122.4736,Undetermined Region
6.95,124.88,Undetermined Region
12.4994,124.6328,Undetermined Region
6.63,124.6,Undetermined Region
10.83,123.5,Undetermined Region
13.93,120.73,Undetermined Region
10.47,123.78,Undetermined Region
13.884,122.2604,Undetermined Region
15.6069,120.5986,Undetermined Region
7.8239,126.0536,Undetermined Region
11.25,124,Undetermined Region
13.881,120.9127,Undetermined Region
6,120.97,Undetermined Region
6.22,124.2,Undetermined Region
12.8428,120.775,Undetermined Region
16.0031,120.4008,Undetermined Region
6.6333,124.0667,Undetermined Region
13.7917,121.0085,Undetermined Region
7.1269,125.8975,Undetermined Region
7.1269,125.8975,Undetermined Region
13.0364,121.4889,Undetermined Region
10.9,123.08,Undetermined Region
7.67,126.08,Undetermined Region
7.7822,122.5867,Undetermined Region
6.37,124.73,Undetermined Region
13.2922,123.4856,Undetermined Region
6.3,124.78,Undetermined Region
11.7072,122.37,Undetermined Region
10.27,122.85,Undetermined Region
13.7089,123.2161,Undetermined Region
11.1,122.63,Undetermined Region
10.6,123.03,Undetermined Region
11.02,124,Undetermined Region
17.6522,121.6914,Undetermined Region
16.7056,121.6761,Undetermined Region
12.5125,123.3989,Undetermined Region
8.61,125.92,Undetermined Region
6.1023,125.2868,Undetermined Region
6.97,125.08,Undetermined Region
17.9347,121.7733,Undetermined Region
14.15,121.32,Undetermined Region
14.52,121.27,Undetermined Region
14.5094,121.0381,Undetermined Region
10.13,124.85,Undetermined Region
16.15,120.45,Undetermined Region
13.93,120.8131,Undetermined Region
15.6867,120.4131,Undetermined Region
16.0323,120.269,Undetermined Region
13.4083,123.375,Undetermined Region
11.2,123.73,Undetermined Region
15.2522,120.8575,Undetermined Region
13.18,123.6,Undetermined Region
8.67,117.62,Undetermined Region
14.1,120.93,Undetermined Region
8.6549,123.4243,Undetermined Region
14.594,121.007,Undetermined Region
7.6008,125.9656,Undetermined Region
9.5907,123.1213,Undetermined Region
15.7153,120.9039,Undetermined Region
16.3881,119.8947,Undetermined Region
10.82,119.52,Undetermined Region
7.3619,125.8553,Undetermined Region
9.07,123.03,Undetermined Region
15.3078,120.8533,Undetermined Region
9.73,122.92,Undetermined Region
9.52,123.16,Undetermined Region
10.6,123.48,Undetermined Region
7.3606,125.7064,Undetermined Region
10.056,124.4729,Undetermined Region
14.4499,120.9996,Undetermined Region
5.5462,120.8145,Undetermined Region
7.08,124.9,Undetermined Region
13.4347,123.5167,Undetermined Region
11.05,122.48,Undetermined Region
14.7928,120.8789,Undetermined Region
7.5854,125.7052,Undetermined Region
8.51,125.98,Undetermined Region
5.97,125.28,Undetermined Region
10.12,123.53,Undetermined Region
9.12,125.53,Undetermined Region
8.53,124.75,Undetermined Region
13.8772,121.105,Undetermined Region
14.583,120.983,Undetermined Region
6.8,124.63,Undetermined Region
6.07,121.1,Undetermined Region
10.35,123.07,Undetermined Region
14.4685,121.0118,Undetermined Region
15.7874,120.2921,Undetermined Region
15.3392,120.9069,Undetermined Region
7.2,124.78,Undetermined Region
13.972,121.687,Undetermined Region
16.53,120.33,Undetermined Region
10.95,122.63,Undetermined Region
14.5619,120.5983,Undetermined Region
15.2742,120.5669,Undetermined Region
9.88,123.6,Undetermined Region
14.9081,120.7156,Undetermined Region
9.28,118.42,Undetermined Region
9.3331,122.8658,Undetermined Region
14.83,120.5,Undetermined Region
14.95,120.92,Undetermined Region
7.12,124.82,Undetermined Region
15.9289,120.8419,Undetermined Region
8.2319,124.6025,Undetermined Region
14.8145,120.9085,Undetermined Region
12.7469,121.4881,Undetermined Region
13.58,124.23,Undetermined Region
11.1583,124.9917,Undetermined Region
14.7425,121.6494,Undetermined Region
16.0439,120.4856,Undetermined Region
12.9244,123.6756,Undetermined Region
15.4239,120.9389,Undetermined Region
10.27,123.58,Undetermined Region
13.3,123.4333,Undetermined Region
15.92,120.18,Undetermined Region
16.12,120.55,Undetermined Region
6.7167,124.5167,Undetermined Region
9.7612,123.5349,Undetermined Region
8.75,124.78,Undetermined Region
8.78,117.83,Undetermined Region
10.83,122.72,Undetermined Region
16.7787,121.6972,Undetermined Region
6.33,124.95,Undetermined Region
7.97,123.75,Undetermined Region
5.92,125.65,Undetermined Region
13.4694,123.2775,Undetermined Region
13.5917,122.325,Undetermined Region
11.57,123.13,Undetermined Region
14.4839,120.9925,Undetermined Region
13.2925,123.7917,Undetermined Region
9.75,122.4,Undetermined Region
8.48,123.8,Undetermined Region
10.17,123.7,Undetermined Region
13.13,123.67,Undetermined Region
11.6094,125.4361,Undetermined Region
13.921,122.1002,Undetermined Region
13.9575,122.2875,Undetermined Region
14.48,121.3,Undetermined Region
5.92,120.92,Undetermined Region
10.2,122.87,Undetermined Region
13.6983,123.4889,Undetermined Region
10.12,124.28,Undetermined Region
14.5127,121.2385,Undetermined Region
14.1911,121.7308,Undetermined Region
14.4184,121.0385,Undetermined Region
17.27,121.8,Undetermined Region
10.25,123.95,Undetermined Region
10.775,122.5417,Undetermined Region
15.5036,120.845,Undetermined Region
14.8,120.53,Undetermined Region
15.71,121.1047,Undetermined Region
13.8183,123.3244,Undetermined Region
14.4656,121.0311,Undetermined Region
10.3197,119.3408,Undetermined Region
15.5781,120.6819,Undetermined Region
7.6808,124.9953,Undetermined Region
11.9303,123.7689,Undetermined Region
13.8,121.03,Undetermined Region
15.4431,120.7289,Undetermined Region
6.5339,124.5633,Undetermined Region
8.97,125.41,Undetermined Region
18.3575,121.6372,Undetermined Region
14.2,120.88,Undetermined Region
7.3868,124.5534,Undetermined Region
15.3611,120.9622,Undetermined Region
8.12,124.22,Undetermined Region
8.0667,123.75,Undetermined Region
13.7675,122.9783,Undetermined Region
10.73,123.83,Undetermined Region
10.6442,122.2352,Undetermined Region
15.7778,120.6608,Undetermined Region
14.93,120.2,Undetermined Region
16.48,121.15,Undetermined Region
10.8231,122.5344,Undetermined Region
14.18,121.28,Undetermined Region
7.05,124.67,Undetermined Region
6.8969,126.0117,Undetermined Region
15.6321,121.1448,Undetermined Region
10.95,122.5,Undetermined Region
15.2896,120.0245,Undetermined Region
15.8944,120.6328,Undetermined Region
10.42,122.92,Undetermined Region
16.88,121.58,Undetermined Region
8.52,124.57,Undetermined Region
13.2589,123.4953,Undetermined Region
16.322,120.3647,Undetermined Region
8,125.0233,Undetermined Region
12,120.2,Undetermined Region
17.12,121.62,Undetermined Region
5.9912,124.6257,Undetermined Region
11,123.95,Undetermined Region
6.6,124.85,Undetermined Region
14.9281,121.0293,Undetermined Region
16.5183,121.1811,Undetermined Region
9.235,117.9967,Undetermined Region
10.6747,122.3776,Undetermined Region
14.5448,121.0671,Undetermined Region
10.7433,121.9411,Undetermined Region
15.9,120.58,Undetermined Region
5.87,125,Undetermined Region
14.1364,121.4165,Undetermined Region
10.2,122.98,Undetermined Region
10.37,124.75,Undetermined Region
14.0417,121.1583,Undetermined Region
9.35,123.28,Undetermined Region
10.88,122.97,Undetermined Region
14.0036,121.9199,Undetermined Region
14.5586,121.2083,Undetermined Region
17.735,121.4553,Undetermined Region
15.77,119.92,Undetermined Region
10.7883,122.0175,Undetermined Region
14.2922,122.6928,Undetermined Region
7.9178,125.3286,Undetermined Region
11.13,122.5,Undetermined Region
15.7331,120.5725,Undetermined Region
6.78,125.22,Undetermined Region
9.0789,126.1986,Undetermined Region
7.9,123.77,Undetermined Region
13.35,122.52,Undetermined Region
7.5386,125.7508,Undetermined Region
15.0939,120.7681,Undetermined Region
16.37,120.67,Undetermined Region
13.4535,123.3654,Undetermined Region
13.88,120.93,Undetermined Region
17.1958,120.4489,Undetermined Region
14.3725,121.0364,Undetermined Region
10.7458,125.0122,Undetermined Region
10.88,122.48,Undetermined Region
15.59,120.8786,Undetermined Region
6.83,124.88,Undetermined Region
9.6018,122.4668,Undetermined Region
14.6206,120.5817,Undetermined Region
12.9553,123.8764,Undetermined Region
12.57,125.02,Undetermined Region
13.6319,123.4975,Undetermined Region
6.75,125.23,Undetermined Region
12.9189,124.1231,Undetermined Region
16.23,120.48,Undetermined Region
14.2797,122.7869,Undetermined Region
16.98,122.02,Undetermined Region
11.8997,121.9094,Undetermined Region
14.7083,120.9375,Undetermined Region
6.6536,126.0717,Undetermined Region
10.03,122.77,Undetermined Region
13.8217,122.7897,Undetermined Region
11.1856,124.5597,Undetermined Region
11.1286,123.9622,Undetermined Region
5.93,121.03,Undetermined Region
8.68,125.65,Undetermined Region
14.1379,120.8552,Undetermined Region
12.705,124.0319,Undetermined Region
10.65,124.35,Undetermined Region
14.998,120.78,Undetermined Region
12.5204,121.4385,Undetermined Region
7.0106,124.1629,Undetermined Region
18.0611,121.6453,Undetermined Region
12.58,121.5,Undetermined Region
10.38,123.2,Undetermined Region
8.57,124.52,Undetermined Region
13.8322,120.6322,Undetermined Region
7.5752,126.5585,Undetermined Region
15.04,120.7919,Undetermined Region
13.8176,121.133,Undetermined Region
11.05,124.38,Undetermined Region
11.58,124.45,Undetermined Region
10.9,122.7,Undetermined Region
14.9,120.72,Undetermined Region
7.5866,125.8237,Undetermined Region
10.58,123.97,Undetermined Region
10.05,123.48,Undetermined Region
16.0023,120.6695,Undetermined Region
12.2192,123.5089,Undetermined Region
6.55,125.47,Undetermined Region
11.12,125.02,Undetermined Region
6.7154,124.7854,Undetermined Region
13.45,121.83,Undetermined Region
14.4315,121.0486,Undetermined Region
11.2061,124.8478,Undetermined Region
12.2253,123.7834,Undetermined Region
8.65,124.75,Undetermined Region
6.68,125.3,Undetermined Region
14.5229,121.0555,Undetermined Region
13.7353,123.5208,Undetermined Region
11.2817,125.0683,Undetermined Region
7.8331,124.8294,Undetermined Region
16.78,121.53,Undetermined Region
13.4585,123.6805,Undetermined Region
16.05,120.6,Undetermined Region
14.46,121.05,Undetermined Region
11.8689,123.9167,Undetermined Region
14.03,120.65,Undetermined Region
7.25,124.52,Undetermined Region
6.77,125.18,Undetermined Region
16.5936,121.5025,Undetermined Region
14.5053,121.0654,Undetermined Region
15.35,121.05,Undetermined Region
10.47,123.97,Undetermined Region
16.3872,121.1075,Undetermined Region
14.8311,120.7892,Undetermined Region
15.33,119.98,Undetermined Region
13.5222,122.4042,Undetermined Region
15.8227,120.3295,Undetermined Region
18.0554,120.5649,Undetermined Region
14.6242,121.0153,Undetermined Region
10.5679,123.7172,Undetermined Region
14.1093,123.0109,Undetermined Region
10.958,123.123,Undetermined Region
13.48,122.03,Undetermined Region
11.3,124.68,Undetermined Region
11.25,123.02,Undetermined Region
14.23,121.37,Undetermined Region
15.53,119.95,Undetermined Region
10.37,122.88,Undetermined Region
8.05,126.06,Undetermined Region
11.2622,122.5369,Undetermined Region
15.3097,120.9069,Undetermined Region
16.0656,120.6667,Undetermined Region
14.4817,121.0258,Undetermined Region
13.97,122.53,Undetermined Region
7.8703,122.5594,Undetermined Region
13.57,123.1844,Undetermined Region
17.5747,120.3869,Undetermined Region
17.43,121.77,Undetermined Region
8.3028,125.0014,Undetermined Region
7.12,125.12,Undetermined Region
7.6406,125.0086,Undetermined Region
11.1725,123.0196,Undetermined Region
13.5103,123.0419,Undetermined Region
10.03,123.57,Undetermined Region
11.03,125.73,Undetermined Region
11.45,123.15,Undetermined Region
8.5292,126.1217,Undetermined Region
8.0933,123.485,Undetermined Region
14.1133,121.5569,Undetermined Region
15.4492,120.7933,Undetermined Region
7.9484,123.5819,Undetermined Region
10.7,122.63,Undetermined Region
7.28,124.43,Undetermined Region
10.7,121.98,Undetermined Region
10.6,122.08,Undetermined Region
16.1869,119.8592,Undetermined Region
7.1544,125.0558,Undetermined Region
10.98,124.9,Undetermined Region
9.625,123.865,Undetermined Region
8.61,124.8947,Undetermined Region
11.8211,122.1617,Undetermined Region
16.17,120.52,Undetermined Region
16.53,120.4,Undetermined Region
13.1719,121.2756,Undetermined Region
13.3578,123.3678,Undetermined Region
10.7808,122.3894,Undetermined Region
13.88,121.22,Undetermined Region
13.7707,123.8631,Undetermined Region
15.62,120.43,Undetermined Region
14.0635,121.2451,Undetermined Region
7.5483,126.1381,Undetermined Region
13.5594,123.3761,Undetermined Region
13.5677,122.5667,Undetermined Region
6.57,124.05,Undetermined Region
13.7496,120.9405,Undetermined Region
12.0028,123.9944,Undetermined Region
12.9722,121.4778,Undetermined Region
11.1956,119.4075,Undetermined Region
17.6,120.62,Undetermined Region
16.3982,120.3555,Undetermined Region
7.6404,124.7257,Undetermined Region
17.8387,121.7235,Undetermined Region
17.6258,121.7853,Undetermined Region
12.9083,123.5981,Undetermined Region
14.4861,121.2289,Undetermined Region
8.05,123.8,Undetermined Region
5.98,121.25,Undetermined Region
11.48,122.83,Undetermined Region
14.7456,120.9961,Undetermined Region
8.38,126,Undetermined Region
11.2631,122.6878,Undetermined Region
14.43,120.88,Undetermined Region
6.62,125.22,Undetermined Region
14.4744,121.0569,Undetermined Region
12.4,122,Undetermined Region
9.82,124.2,Undetermined Region
7.5933,124.0722,Undetermined Region
13.03,123.45,Undetermined Region
14.1739,122.9081,Undetermined Region
10.9525,125.0317,Undetermined Region
8.3333,124.7433,Undetermined Region
15.8468,120.5218,Undetermined Region
11.5553,122.7931,Undetermined Region
8.155,123.345,Undetermined Region
18.2,121.6622,Undetermined Region
11.05,122.85,Undetermined Region
10.03,124.07,Undetermined Region
7.7067,122.1361,Undetermined Region
14.97,120.68,Undetermined Region
16.3928,120.5603,Undetermined Region
8.1297,123.4383,Undetermined Region
14.9953,120.6153,Undetermined Region
14.9984,120.6526,Undetermined Region
5.0728,119.8847,Undetermined Region
11.6483,122.4339,Undetermined Region
9.95,123.97,Undetermined Region
13.2233,120.596,Undetermined Region
10.38,124.98,Undetermined Region
8.18,125.99,Undetermined Region
13.4,123.7,Undetermined Region
6.42,121.98,Undetermined Region
10.9186,124.6923,Undetermined Region
9.8584,123.1468,Undetermined Region
11.4878,122.9956,Undetermined Region
7.5,124.7,Undetermined Region
7.7968,122.7627,Undetermined Region
10.93,124.43,Undetermined Region
6.55,124.67,Undetermined Region
7.7053,125.9903,Undetermined Region
14.02,120.73,Undetermined Region
7.6047,122.4228,Undetermined Region
16.67,121.45,Undetermined Region
7.0592,124.6987,Undetermined Region
14.67,120.57,Undetermined Region
14.1,121.02,Undetermined Region
17.4192,120.4756,Undetermined Region
11.05,122.67,Undetermined Region
15.8794,120.8994,Undetermined Region
7.88,124.38,Undetermined Region
6.62,124.75,Undetermined Region
6.55,121.88,Undetermined Region
16.5583,121.7,Undetermined Region
6.27,125.67,Undetermined Region
15.5422,121.0844,Undetermined Region
16.0267,120.7478,Undetermined Region
14.07,122.97,Undetermined Region
15.8899,120.2379,Undetermined Region
16.7571,121.7479,Undetermined Region
15.7967,121.4737,Undetermined Region
16.8033,120.8211,Undetermined Region
8.99,125.34,Undetermined Region
9.68,123.15,Undetermined Region
8.5134,123.2847,Undetermined Region
11.2,123.1,Undetermined Region
12.0378,125.4828,Undetermined Region
14.4873,121.0503,Undetermined Region
11.4272,122.056,Undetermined Region
6.9664,126.0114,Undetermined Region
13.1286,122.9775,Undetermined Region
16.7197,120.3481,Undetermined Region
12.325,121.343,Undetermined Region
16.0725,120.4411,Undetermined Region
14.27,121.45,Undetermined Region
15.603,121.051,Undetermined Region
7.8667,123.5167,Undetermined Region
9.8,123.8,Undetermined Region
7.79,126.4531,Undetermined Region
6.03,124.48,Undetermined Region
14.5115,121.0563,Undetermined Region
12.2259,123.2842,Undetermined Region
13.9,122.45,Undetermined Region
13.6981,123.5186,Undetermined Region
8.0647,122.52,Undetermined Region
8.19,125.85,Undetermined Region
8.3661,126.3361,Undetermined Region
15.7583,121.5625,Undetermined Region
11.1894,124.7853,Undetermined Region
9.8694,123.3959,Undetermined Region
7.7464,124.7475,Undetermined Region
14.1797,122.3919,Undetermined Region
7.6583,122.4639,Undetermined Region
7.3092,125.8556,Undetermined Region
10.27,123.08,Undetermined Region
10.72,123.52,Undetermined Region
14.225,121.325,Undetermined Region
14.0504,120.9323,Undetermined Region
6.8548,124.1443,Undetermined Region
14.7222,120.5354,Undetermined Region
11.22,124.4,Undetermined Region
15,120.75,Undetermined Region
10.5259,122.5398,Undetermined Region
12.8594,121.4567,Undetermined Region
11.4639,122.7694,Undetermined Region
7.98,117.05,Undetermined Region
7.8547,123.5783,Undetermined Region
15.9608,121.0631,Undetermined Region
13.0831,120.7192,Undetermined Region
11.4522,124.9408,Undetermined Region
15.6625,121.0197,Undetermined Region
8.5319,123.3631,Undetermined Region
6.7,124.73,Undetermined Region
8.1228,122.6736,Undetermined Region
16.2973,121.0338,Undetermined Region
12.9035,123.2457,Undetermined Region
11.27,123.73,Undetermined Region
12.5856,124.0856,Undetermined Region
13.5,120.9542,Undetermined Region
14.1728,120.9277,Undetermined Region
7.5678,124.9903,Undetermined Region
15.5542,120.8111,Undetermined Region
8.9322,126.0403,Undetermined Region
16.3181,121.2958,Undetermined Region
7.7978,122.6944,Undetermined Region
18.2614,121.9969,Undetermined Region
11.6341,124.7947,Undetermined Region
13.0583,121.4117,Undetermined Region
16.2896,119.9491,Undetermined Region
16.9361,120.4464,Undetermined Region
10.93,124.03,Undetermined Region
12.52,124.75,Undetermined Region
17.0853,120.4553,Undetermined Region
17.9031,121.6556,Undetermined Region
11.3903,122.7828,Undetermined Region
18.07,121.6,Undetermined Region
9.2464,123.2948,Undetermined Region
15.4781,120.4639,Undetermined Region
9.25,124.72,Undetermined Region
10.03,123.22,Undetermined Region
8.4578,126.1578,Undetermined Region
6.45,124.93,Undetermined Region
16.3411,121.6833,Undetermined Region
13.32,123.73,Undetermined Region
16.28,120.38,Undetermined Region
12.3372,123.6581,Undetermined Region
10.33,123.32,Undetermined Region
13.6473,121.2104,Undetermined Region
11.43,122.5953,Undetermined Region
14.27,120.73,Undetermined Region
11.8278,122.0939,Undetermined Region
7.7056,122.8641,Undetermined Region
12.55,122.28,Undetermined Region
16.67,120.33,Undetermined Region
12.47,120.97,Undetermined Region
8.58,124.78,Undetermined Region
11.37,124.48,Undetermined Region
16.82,120.4,Undetermined Region
11.6389,122.3331,Undetermined Region
9.77,123.13,Undetermined Region
6.6,125.4,Undetermined Region
12.0369,123.1935,Undetermined Region
13.78,121.2,Undetermined Region
18.1036,120.6975,Undetermined Region
10.47,122.83,Undetermined Region
16.9589,121.6692,Undetermined Region
8.6214,123.7101,Undetermined Region
9.579,123.745,Undetermined Region
9.0192,126.2333,Undetermined Region
13.3584,121.0977,Undetermined Region
9.47,123.12,Undetermined Region
6.43,124.68,Undetermined Region
15.4336,119.9083,Undetermined Region
16.07,120.7653,Undetermined Region
12.3117,121.1472,Undetermined Region
10.8196,122.4322,Undetermined Region
8.07,125.96,Undetermined Region
7.3283,126.5658,Undetermined Region
7.52,124.37,Undetermined Region
8.45,125.79,Undetermined Region
7.5086,125.9206,Undetermined Region
7.2108,126.5328,Undetermined Region
10.6,122.6,Undetermined Region
5.88,121.27,Undetermined Region
14.13,121.436,Undetermined Region
14.42,121.45,Undetermined Region
7.506,122.9412,Undetermined Region
10.75,124,Undetermined Region
8.2,123.85,Undetermined Region
13.5925,123.0833,Undetermined Region
7.4853,124.9411,Undetermined Region
14.4078,121.05,Undetermined Region
13.9334,120.9285,Undetermined Region
16.0661,120.0958,Undetermined Region
11.2711,123.0948,Undetermined Region
15.4506,121.3378,Undetermined Region
11.932,121.548,Undetermined Region
18.175,120.595,Undetermined Region
17.7947,120.4556,Undetermined Region
14.6534,121.1187,Undetermined Region
9.4386,118.5481,Undetermined Region
9.28,123.25,Undetermined Region
14.67,121.6,Undetermined Region
11.4094,122.5103,Undetermined Region
7.5783,123.1659,Undetermined Region
13.5661,123.1422,Undetermined Region
13.5961,124.0992,Undetermined Region
10.88,122.43,Undetermined Region
7.3106,122.8464,Undetermined Region
7.7286,123.0608,Undetermined Region
10.9142,121.9947,Undetermined Region
14.7678,120.5431,Undetermined Region
15.5797,121.1864,Undetermined Region
10.83,124,Undetermined Region
9.92,123.15,Undetermined Region
16.026,120.454,Undetermined Region
16.9,120.42,Undetermined Region
16.6044,121.2521,Undetermined Region
5.9676,121.3133,Undetermined Region
13.235,123.7769,Undetermined Region
7.95,124.233,Undetermined Region
14.6883,120.9761,Undetermined Region
14.9742,120.1573,Undetermined Region
15.8524,120.3976,Undetermined Region
8.07,123.5372,Undetermined Region
13.3231,122.6761,Undetermined Region
12.1414,125.4392,Undetermined Region
14.9486,120.0864,Undetermined Region
12.8283,123.8344,Undetermined Region
7.4176,122.837,Undetermined Region
4.6615,119.3919,Undetermined Region
16.85,120.38,Undetermined Region
16.8567,120.7933,Undetermined Region
17.5839,120.3908,Undetermined Region
8.3128,124.6873,Undetermined Region
5.2667,120.0833,Undetermined Region
9.95,123.4,Undetermined Region
10.0654,125.5968,Undetermined Region
11.0697,122.6567,Undetermined Region
8.5161,123.0917,Undetermined Region
13.6039,123.5233,Undetermined Region
9.02,125.18,Undetermined Region
17.5622,121.7011,Undetermined Region
16.9918,121.6357,Undetermined Region
12.34,125.032,Undetermined Region
6.3,120.58,Undetermined Region
7.6161,123.3378,Undetermined Region
8.0772,125.2992,Undetermined Region
8.2517,123.1144,Undetermined Region
13.8988,121.0505,Undetermined Region
14.3314,122.4928,Undetermined Region
13.6481,123.1711,Undetermined Region
13.32,121.85,Undetermined Region
11.0611,124.9031,Undetermined Region
13.83,120.93,Undetermined Region
13.18,124.13,Undetermined Region
7.4706,124.3561,Undetermined Region
7.98,122.4,Undetermined Region
7.2928,122.0669,Undetermined Region
7.47,124.25,Undetermined Region
9.5742,125.7328,Undetermined Region
14.5639,121.0263,Undetermined Region
